mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_cluster_selection_method,param_min_cluster_size,param_min_samples,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0535127321879069,0.0055626821769622,0.09117714564005534,0.014980679363971456,1.0,eom,5,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 5}",0.2648085653781891,0.33278846740722656,0.20037510991096497,0.2659907142321269,0.054063989357013134,82
0.0592034657796224,0.00500475616743293,0.16998990376790366,0.009224236428472692,1.0,eom,5,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 10}",0.24385365843772888,0.3309972286224365,0.16794368624687195,0.2475981911023458,0.0666189690902038,85
0.06124234199523926,0.004642258192374167,0.14156285921732584,0.020157955880818573,1.0,eom,5,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 15}",0.4465893507003784,0.29118484258651733,0.3376670777797699,0.35848042368888855,0.06512826734722411,73
0.06125704447428385,0.0039008322044350413,0.15497509638468424,0.002974906832141282,1.0,eom,5,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 25}",0.4634326994419098,0.36608028411865234,0.31180059909820557,0.3804378608862559,0.06273052670823576,64
0.07180356979370117,0.005486963173110695,0.1549509366353353,0.004502325643259686,1.0,eom,5,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 35}",0.37830260396003723,0.22458840906620026,0.42790845036506653,0.3435998211304347,0.086556232783596,76
0.0637499491373698,0.006749063470892343,0.16355005900065103,0.005987750421079513,1.0,eom,10,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 5}",0.280508428812027,0.3338702619075775,0.3120376169681549,0.3088054358959198,0.021904437201811178,79
0.06854836146036784,0.0048101209139258016,0.15471728642781576,0.00605844515867387,1.0,eom,10,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 10}",0.2526875436306,0.264078289270401,0.1866297423839569,0.23446519176165262,0.03414293420736057,88
0.06481568018595378,0.001718701513998479,0.1484950383504232,0.00391095084684479,1.0,eom,10,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 15}",0.44710901379585266,0.324533611536026,0.3376670777797699,0.3697699010372162,0.05494922356511634,67
0.10118945439656575,0.004862932025796095,0.07620835304260254,0.0019170147028199141,1.0,eom,10,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 25}",0.3893997371196747,0.46908044815063477,0.31180059909820557,0.390093594789505,0.06421110396360957,61
0.08765093485514323,0.0013004268343626863,0.1070724328358968,0.003111034075953628,1.0,eom,10,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 35}",0.42456331849098206,0.30375030636787415,0.4580853581428528,0.39546632766723633,0.06628123519189119,58
