mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_cluster_selection_method,param_min_cluster_size,param_min_samples,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.07057714462280273,0.007621655863239346,0.13517498970031738,0.009918101603161799,1.0,eom,5,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 5}",0.26557642221450806,0.3191843628883362,0.2213548719882965,0.26870521903038025,0.039999952913109746,88
0.05964946746826172,0.004392058759664518,0.09853386878967285,0.01759510349351955,1.0,eom,5,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 10}",0.296808660030365,0.3313365578651428,0.18641678988933563,0.2715206692616145,0.06180640012911692,85
0.07217955589294434,0.0012808913109282674,0.1378756364186605,0.011159449153664635,1.0,eom,5,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 15}",0.36257365345954895,0.3563479483127594,0.29415610432624817,0.33769256869951886,0.030889670859771127,76
0.07330989837646484,0.005092257508759455,0.15209786097208658,0.017650144795858917,1.0,eom,5,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 25}",0.3843092620372772,0.43668946623802185,0.31160569190979004,0.37753480672836304,0.0512894244043764,61
0.08098371823628743,0.007200256502725862,0.15497740109761557,0.010207585861470175,1.0,eom,5,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 5, 'min_samples': 35}",0.4152163565158844,0.2833632826805115,0.380723237991333,0.359767625729243,0.05583106383796492,67
0.08950066566467285,0.010038738857165592,0.15667025248209634,0.008820975658962485,1.0,eom,10,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 5}",0.3209654986858368,0.344370037317276,0.25825417041778564,0.3078632354736328,0.03635691230861141,79
0.08594441413879395,0.009345055218516949,0.15857998530069986,0.008487065065325882,1.0,eom,10,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 10}",0.32422327995300293,0.33705028891563416,0.21014373004436493,0.29047243297100067,0.05704184677432659,82
0.08146905899047852,0.010735405533640345,0.14803218841552734,0.005315569805690508,1.0,eom,10,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 15}",0.36397746205329895,0.37708619236946106,0.3150632083415985,0.3520422875881195,0.026690184576179894,70
0.11855300267537434,0.01240739059443691,0.0898900826772054,0.0020210676558882787,1.0,eom,10,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 25}",0.3843092620372772,0.43668946623802185,0.31160569190979004,0.37753480672836304,0.0512894244043764,61
0.1112500826517741,0.008477402817360301,0.11285638809204102,0.012612657953194498,1.0,eom,10,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 10, 'min_samples': 35}",0.4590550363063812,0.31718412041664124,0.4335988163948059,0.40327932437260944,0.06175917147118823,55
0.1069785753885905,0.0016481057003413758,0.11603124936421712,0.01903262289927602,1.0,eom,20,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 20, 'min_samples': 5}",0.31913629174232483,0.3692920506000519,0.351614773273468,0.3466810385386149,0.02077107508811293,73
0.10772069295247395,0.006549815210510794,0.11236047744750977,0.005759973556693932,1.0,eom,20,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 20, 'min_samples': 10}",0.45730510354042053,0.48045414686203003,0.3467154800891876,0.4281582434972127,0.058359017214298044,40
0.10670042037963867,0.0031522300228567887,0.1240069071451823,0.020585569288537223,1.0,eom,20,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 20, 'min_samples': 15}",0.4237735867500305,0.4168846905231476,0.3277948498725891,0.38948437571525574,0.04371164926215105,58
0.13084785143534342,0.009566929635851444,0.11772505442301433,0.01381908438003757,1.0,eom,20,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 20, 'min_samples': 25}",0.46359071135520935,0.4033820629119873,0.3748757839202881,0.41394951939582825,0.03698051685098736,49
0.12243564923604329,0.007747151865597876,0.11411643028259277,0.007336234924376672,1.0,eom,20,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 20, 'min_samples': 35}",0.4590550363063812,0.31718412041664124,0.46935123205184937,0.4151967962582906,0.06943277987107352,43
0.13361295064290366,0.0038054398739151936,0.10646144549051921,0.0069985088601427405,1.0,eom,30,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 30, 'min_samples': 5}",0.48602041602134705,0.48045414686203003,0.4386010468006134,0.46835853656133014,0.021164073107239428,7
0.12673711776733398,0.011822900464679651,0.10842347145080566,0.01571273798043263,1.0,eom,30,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 30, 'min_samples': 10}",0.4644528329372406,0.4176481366157532,0.43824392557144165,0.44011496504147846,0.01915368530179839,31
0.12727626164754233,0.007315939883935954,0.10643148422241211,0.013861393952018835,1.0,eom,30,15,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 30, 'min_samples': 15}",0.4635661542415619,0.4168846905231476,0.4368147552013397,0.4390885333220164,0.01912532899812809,37
0.12051932017008464,0.009475537497428523,0.0997922420501709,0.006727840918732484,1.0,eom,30,25,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 30, 'min_samples': 25}",0.46359071135520935,0.4033820629119873,0.3529219627380371,0.40663157900174457,0.045238718639648415,52
0.12433131535847981,0.0025996825308419813,0.10168369611104329,0.005601858758253665,1.0,eom,30,35,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 30, 'min_samples': 35}",0.4590550363063812,0.31718412041664124,0.46935123205184937,0.4151967962582906,0.06943277987107352,43
0.10799121856689453,0.005177847981186763,0.09793734550476074,0.0019586058653573834,1.0,eom,40,5,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 40, 'min_samples': 5}",0.4075663983821869,0.470701664686203,0.47016748785972595,0.44947851697603863,0.029637145611426045,28
0.12805787722269693,0.011566476859904423,0.11304966608683269,0.015114972527313676,1.0,eom,40,10,"{'alpha': 1.0, 'cluster_selection_method': 'eom', 'min_cluster_size': 40, 'min_samples': 10}",0.46515384316444397,0.470701664686203,0.47016748785972595,0.46867433190345764,0.002498895348165909,4
